text,label
acumulador de direccion 1-2 Sistema Direccion y Frenos Sistema Direccion,MCM
se detuvo motor. Instr. Electricos y Comp. Control Arranque y Carga,MCM
corte pos3 bailac Neumaticos y Aros Neumaticos,MCV
c/acumulador direccion Mantencion Programada PM,MCM
pos 46 bajas bailac Neumaticos y Aros Neumaticos,MCV
temp escape motor del. Motor Sistema de Admision y Escape,MCM
codigos de motor Motor Modulo Electrico y Control,MCE
v/v pos 5 bailac Neumaticos y Aros Neumaticos,MCV
eval pos 3/6 bailac Neumaticos y Aros Neumaticos,MCV
relleno sistema direccion Sistema Hidraulico Componentes Hidraulicos,MCM
cambio lineas transmision Tren de Potencia Transmision,MCM
rell.de.nitrogeno neumaticos Neumaticos y Aros Neumaticos,MPV
remolque tkd 382,MCR
reparacion bocina Estructura Cabina y Plataforma,MCM
relleno nitrogeno neumaticos Neumaticos y Aros Neumaticos,MPV
fuga trx + calibracion Tren de Potencia Transmision,MCM
desmonto p6 Neumaticos y Aros Neumaticos,MCA
cambio switch estacionamiento Estructura Cabina y Plataforma,MCE
chequeo p4-6 bailac Neumaticos y Aros Neumaticos,MCV
carga acumulador freno Sistema Direccion y Frenos Sistema Frenos,MCM
sold. blower a/c Aire Acondicionado Aire Acondicionado,MCM
remolca caex 263 Mantencion Programada PM,MCR
alarma motor Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
tapa motor Estructura Estructura y Chasis,MCM
golpe ruido pedal de freno em Sistema Direccion y Frenos Sistema Frenos,MCM
baja presion pos 4/6 bailac Neumaticos y Aros Neumaticos,MCV
rell refrigerante Aire Acondicionado Aire Acondicionado,MCM
cheq sistema freno Sistema Direccion y Frenos Sistema Frenos,MCE
c/acumulador de frenos Mantencion Programada PM,MCM
codigo electrivo frenos Sistema Direccion y Frenos Sistema Frenos,MCE
ch.fuga coupling Motor Acoplamiento Motor,MCM
relleno ac. trans. Tren de Potencia Transmision,MCM
rell.ac transm. Tren de Potencia Transmision,MCM
rell. ransmision Tren de Potencia Transmision,MCM
relleno nitrogeno pos.1/6 Neumaticos y Aros Relleno,MPV
reponer perno foco retroceso Instr. Electricos y Comp. Control Luces,MCM
fuga transm c/ducto Tren de Potencia Transmision,MCM
ch. traspaso transmision Tren de Potencia Transmision,MPO
ventilador motor Motor Sistema de Enfriamiento,MCE
relleno trtasmision Tren de Potencia Transmision,MCM
c/ diferenvcial Mantencion Programada PM,MCM
alim 5volt error Motor Modulo Electrico y Control,MCE
alta temp. pos. 3/5 Neumaticos y Aros Neumaticos,MCV
codigos trasmision Tren de Potencia Transmision,MCE
sin trochas delanteras y tras Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
corte evolt. pos 6 bailac Neumaticos y Aros Neumaticos,MCV
corte evolt.pos 6 bailac Neumaticos y Aros Neumaticos,MCV
alarma bajo nivel a de aceite Tren de Potencia Transmision,MCE
mang. valv. venteo rota Motor Sistema de Combustible,MCM
soldar base de espejo Estructura Cabina y Plataforma,MCM
pm c/ cilindro direccion Mantencion Programada PM,MPO
reg. espejo izq Estructura Cabina y Plataforma,MCM
pm-c/link sup.izqd Mantencion Programada PM,MPO
relleno nitrogeno pos.4 Neumaticos y Aros Relleno,MPV
corte pos.6 bailac Neumaticos y Aros Neumaticos,MCV
evaluar corte pos 6 bailac Neumaticos y Aros Neumaticos,MCV
temp escape.bajan potencia Motor Sistema de Admision y Escape,MCM
nivelacion bailac Neumaticos y Aros Neumaticos,MCV
baja pot. motor temp escape Motor Sistema de Admision y Escape,MCM
motor detenido Motor Sistema de Admision y Escape,MCM
baja potencia cod.electrico Motor Modulo Electrico y Control,MCM
correa alternador Instr. Electricos y Comp. Control Arranque y Carga,MCE
pareo pos 6 Neumaticos y Aros Neumaticos,MPV
pos3/5 desgaste bailac Neumaticos y Aros Neumaticos,MPV
baja pot.temp escape Motor Sistema de Admision y Escape,MCM
eval. pos 4/6 bailac Neumaticos y Aros Neumaticos,MCV
reparacion fuga hidraulico Sistema Hidraulico Componentes Hidraulicos,MCM
evaluar por olor a cucho neum Neumaticos y Aros Neumaticos,MCV
soldadura base aacc Aire Acondicionado Aire Acondicionado,MCM
c/mangeuera reri. frenos Sistema Direccion y Frenos Sistema Frenos,MCM
fuga mang. refrig frenos Sistema Direccion y Frenos Sistema Frenos,MCM
fuga nitrog.pos/4 x valv Neumaticos y Aros Neumaticos,MCV
pos/5 corte b. exterior Neumaticos y Aros Neumaticos,MCV
falla cinturon seguridad Estructura Estructura y Chasis,MCM
smartcap - modular Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
evaluar alarma nivel ac. tran Tren de Potencia Transmision,MCM
os/1 evaluar pos/1 Neumaticos y Aros Neumaticos,MCV
alarma de nivel refrigerante Motor Sistema de Enfriamiento,MCM
c/linea calefaccion Estructura Cabina y Plataforma,MCM
relleno ac. diferencial Tren de Potencia Convertidor de Torque,MCM
regulacion de espejo derecho Estructura Cabina y Plataforma,MCM
#mupl1 rell conv Tren de Potencia Convertidor de Torque,MCM
alarma contra incendio Sistema Contra Incendios Sistema Contra Incendios,MCE
alarma nivel ac. direccion ba Tren de Potencia Transmision,MCM
cheq fuga comb Estructura Estructura y Chasis,MCM
#munorte9 nv bajo ac transmis Tren de Potencia Transmision,MCM
#mu pl1 rell ac transm Tren de Potencia Transmision,MCM
pesometro bloque marchas Instr. Electricos y Comp. Control Pesometro,MCE
rep clamp p3 Neumaticos y Aros Neumaticos,MCV
RELL ACEITE TRANSMISION Tren de Potencia Transmision,MCM
FALLA DIRECCION DERECHA Sistema Direccion y Frenos Sistema Direccion,MCM
INTERMITENTE LADO IZQ Instr. Electricos y Comp. Control Luces,MCE
alta pres. carga combustible Motor Sistema de Combustible,MCM
baja presion acumuladores dir Mantencion Programada PM,MCM
nivelacion pos 4/1 bailac Neumaticos y Aros Neumaticos,MCV
pre pm variavilidad Mantencion Programada PM,MPO
pm c/ linck Mantencion Programada PM,MPO
pm c/ link Mantencion Programada PM,MPO
carga suspension delanteras,MCM
carga suspension delanteras Sistema Suspension Suspensiones Delanteras,MCM
chasis y bomba direccion Sistema Direccion y Frenos Sistema Direccion,MCE
RELL LUBRICANTE Motor,MCM
#mu p75 temp refrig Motor Sistema de Enfriamiento,MCM
quedo con tolva arriba Tolva Tolva,MCM
ruido en sistema de frenos Sistema Direccion y Frenos Sistema Frenos,MCM
rell difer Tren de Potencia Eje Palier y Diferencial,MCM
cambio de manguera de del dif Tren de Potencia Eje Palier y Diferencial,MCE
ch. pos 3 Neumaticos y Aros Neumaticos,MPV
cambio sensor turbo Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCE
sin energia Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
alarma de bajo nivel ac. tran Tren de Potencia Transmision,MCM
continuacion backlogs Sistema Hidraulico Componentes Hidraulicos,MCM
evaluacion trasmision Tren de Potencia Transmision,MCM
eval.trasmision Tren de Potencia Transmision,MCM
no le pasan marchas Tren de Potencia Transmision,MCE
fuga aceite direccion \ Sistema Direccion y Frenos Sistema Direccion,MCM
desmont. pos 4 bailac Neumaticos y Aros Neumaticos,MCV
BAJA POTENCIA /SENSER DE BAJA Motor Sistema de Admision y Escape,MCM
baja potencia Motor Sistema de Lubricacion,MCM
rell nitrogeno pos 1 Neumaticos y Aros Relleno,MPV
cambio motor arranque Motor Sistema de Admision y Escape,MCM
rell lub Sistema Hidraulico Componentes Hidraulicos,MCM
vidrio copiloto Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCM
sin ecas Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
relleno motor trasero Motor Sistema de Lubricacion,MCM
escalera desoldada Estructura Estructura y Chasis,MCM
rllno direccion Sistema Direccion y Frenos Sistema Direccion,MCM
temp.convertido error Tren de Potencia Transmision,MCE
fuga nitrogeno pos 5 Neumaticos y Aros Neumaticos,MPV
probl levant tolva Sistema Hidraulico Sistema Levante,MCM
barrido nitrogeno p-4 bailac Neumaticos y Aros Neumaticos,MCV
rell motor Estructura Cabina y Plataforma,MCM
presion ac direccion Sistema Direccion y Frenos Sistema Direccion,MCM
bajada tolva Sistema Hidraulico Componentes Hidraulicos,MCM
rell diferncial Tren de Potencia Eje Palier y Diferencial,MCM
reponer cdodera del asiento o Estructura Cabina y Plataforma,MCM
reponer coderan asiento opera Estructura Cabina y Plataforma,MCM
particulado del diferencial Tren de Potencia Eje Palier y Diferencial,MCM
RELLENO ACEIT.MOTOR,MCE
PROBLEMA RADIO COMUNI,MCM
ENFRIAMIENTO POS 6,MCM
PROBL TRANSMISION,MCM
VOLANTE CONDUCTOR SUELTO,MCM
ALARM.BAJO NIVEL AC. TRANSMIS,MCE
alarma motor ,MCM
BAJA PRESION COUPLING,MCM
PROGRAMA NEUMATICO,MPV
PRESION ACUM. FRENO B,MCE
BAJA PRES ACUM FRENOS,MCE
ALTA TEMPERATURA DIRECCION,MCE
BAJA PRESION DE COUPLIN,MCM
RELL.AC.DIRECION,MCM
Neumaticos y Aros,MCV
FALLA SOLENOIDE DEL RETARDO,MPO
REPONER PERNO ALTERNA,MCM
NEUMATICO POS 6 DAñADO,MCV
RELL.AC.FRENO,MCM
RELL POS 4,MCV
RELL NITROG P4,MCV
CHEQ ESPEJO DER,MCM
soporte espejo quebrado ,MCM
CHEQ POCIONES,MCV
RELL LUBRICANTE,MCM
RELL.REFRIG.,MCM
P M,MP
PM 28D + BACKLOGS,MP
pm 28d + backlogs ,MP
RELL ACEITE COUPLING,MCM
rell aceit cuplin +Motor +Acoplamiento Motor ,MCM
RELLENO POS 4+Neumaticos y Aros+Relleno,MCV
RELL ACEIT CUPLIM+Motor+Acoplamiento Motor,MCM
rell aceit direccion +Sistema Direccion y Frenos +Sistema Direccion ,MCM
pm + + ,MP
rell nitrog p4 ,MCV
CHEQ NIV CONV Tren de Potencia Convertidor de Torque,MCM
PINCHADO POS 4 Neumaticos y Aros Valvula,MCV
RELL.AC HIDRAULICO Motor Acoplamiento Motor,MCM
rell.ac hidraulico ,MCM
CORTE ELEC.LUCES Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCE
baja presion cupling Motor Acoplamiento Motor ,MCM
CHEQUEO POS/4 ,MCV
PROBL SIST LEVANT Sistema Hidraulico Sistema Levante,MCM
CHEQUEO ASIENTO CONDUCTOR Estructura Cabina y Plataforma,MCM
PROGR 1/2 Neumaticos y Aros Neumaticos,MCV
RELL DIFRENCIAL Tren de Potencia Eje Palier y Diferencial,MCM
rell.ac.motor cupling Motor Sistema de Lubricacion ,MCM
CUPLING Motor Acoplamiento Motor,MCM
PANTALLA MODULAR Comunicaciones Comunicaciones,MCE
RELL CUPLIN Motor Acoplamiento Motor,MCM
CHEQ POS 2-3 ,MCV
PROBL FUGA Motor Acoplamiento Motor,MCM
RELLENO CUPLING Motor Acoplamiento Motor,MCM
INVERTIR POS. 4 Neumaticos y Aros Neumaticos,MPV
RELL. AC.HIDR. Sistema Hidraulico Componentes Hidraulicos,MCM
ALTA TEMPERATURA DIFERENCIAL Tren de Potencia Eje Palier y Diferencial,MCM
rell sist freno Sistema Hidraulico Componentes Hidraulicos ,MCM
rell.ac. transmision Tren de Potencia Eje Palier y Diferencial ,MCM
RELLE HIDRAUL Tren de Potencia Eje Palier y Diferencial,MCM
CAMBIO POS.5 Neumaticos y Aros Neumaticos,MCV
PROB DIFERENCIAL Tren de Potencia Eje Palier y Diferencial,MCM
APOUO AIRE PARTIDA ,MCM
RELL ACEIT Motor Acoplamiento Motor,MCM
RELL ACEIT MOTOR Motor Acoplamiento Motor,MCM
apoyo baterias Instr. Electricos y Comp. Control Arranque y Carga ,MCV
fuga pos2 Neumaticos y Aros Neumaticos ,MCM
rell coupling Motor Acoplamiento Motor ,MCM
pm 34d + backlog Mantencion Programada PM ,MP
relleno coupling Motor Sistema de Lubricacion ,MCM
repa a/ac Aire Acondicionado Aire Acondicionado ,MCE
cambio baterias Instr. Electricos y Comp. Control Arranque y Carga ,MCE
rell. coupling Motor Acoplamiento Motor ,MCM
bomba de freno ,MCM
fuga aire compresor Sistema Auxiliar Sistema Neumatico ,MCM
relleno aceit motor} Motor Sistema de Lubricacion ,MCM
rell.ac.cupling Motor Acoplamiento Motor ,MCM
sin salida de taller ,MCM
taller bailac por pos. 5 cort Neumaticos y Aros Neumaticos ,MCV
taller bailac por pos. 5 cort ,MCV
acople motor ,MCM
pinchado pos 6 Neumaticos y Aros Neumaticos ,MCV
relleno cuopling ,MCM
baja presion couplin motor Motor Sistema de Lubricacion ,MCM
rell.cupling Motor Acoplamiento Motor ,MCM
falla soporte modular ,MCM
relleno de coupling Motor Acoplamiento Motor ,MCM
relleno cupling Motor Acoplamiento Motor ,MCM
solto pasador de tolva Tolva Tolva ,MCM
cheq filtro Sistema Direccion y Frenos ,MCM
relleno aceite coupling Motor Acoplamiento Motor ,MCM
alarma ac. motor Motor Sistema de Lubricacion ,MCM
bajo nivel de couplin Motor Sistema de Lubricacion ,MCM
neumatico 1 2 rotacion Neumaticos y Aros Neumaticos ,MPV
rell. transm. Tren de Potencia Transmision ,MCM
rell aceit cuplin Motor Acoplamiento Motor ,MCM
fuga compresor de aire Sistema Hidraulico Componentes Hidraulicos ,MCM
falla electrica suspension Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas ,MCE
rep.luces detrochas Instr. Electricos y Comp. Control Instrumentos Cables y Luces ,MCE
cheqsensoreneumatico NeumaticosyAros Neumaticos,MCE
rell aceit coupli Motor Acoplamiento Motor ,MCM
rell. ac. motor Motor Sistema de Lubricacion ,MPO
rell.nitrog. neumaticos Neumaticos y Aros Relleno ,MCV
aro fizurado pos. 2 Neumaticos y Aros Neumaticos ,MCV
pinchadopos.5 NeumaticosyAros Neumaticos,MCV
baja presion acop motor Motor Acoplamiento Motor ,MCM
alarma presion ac.diferencial Tren de Potencia Transmision ,MCM
motor Motor Acoplamiento Motor ,MCM
piedra en p1 Neumaticos y Aros Neumaticos ,MCV
rell. ac. cupling Motor Acoplamiento Motor ,MCM
esp. quebrado derecho esp. quebrado derecho Estructura ,MCM
comando bba freno alt comando bba freno alt Sistema Direccion y Frenos ,MCE
rell cuplin Motor Acoplamiento Motor ,MCM
reg espejo dere Estructura Cabina y Plataforma ,MCM
*valvula pos-2 Neumaticos y Aros Valvula,MCV
proteccion v/v suelta Estructura Estructura y Chasis,MCM
fuga hid transm Tren de Potencia Convertidor de Torque,MCM
cambio filtro t.c Tren de Potencia Transmision,MCM
falla sistema contra incencio Sistema Contra Incendios Sistema Contra Incendios,MCM
filtro ac. motor tras tapados Motor Sistema de Lubricacion,MCM
fuga ac. hidr. Sistema Hidraulico Componentes Hidraulicos,MCM
falla electrica Sistema Direccion y Frenos Sistema Frenos,MCM
filtro motor trasero tapados Motor Sistema de Lubricacion,MCM
#neumatico pos 3&5 Neumaticos y Aros Neumaticos,MPV
rep. perno esp. derecho Estructura Cabina y Plataforma,MCM
relleno aceite cuplin Motor Sistema de Lubricacion,MCM
relleno ac. coupling Motor Sistema de Lubricacion,MCM
rep pasador tolva,MCM
#cheq. neumat Neumaticos y Aros Neumaticos,MCV
suspension 1 baja Mantencion Programada PM,MCM
baja p° acum. freno Sistema Direccion y Frenos Sistema Frenos,MCM
pm 300 h,MPO
rep pernos tapa cabin Estructura Cabina y Plataforma,MCM
reponer abraz mang Sistema Hidraulico Componentes Hidraulicos,MCM
rell.ac hidraulico Motor Sistema de Enfriamiento,MCM
reparar espejo Estructura Cabina y Plataforma,MCM
filtro convertidor Tren de Potencia Convertidor de Torque,MCM
rell.refri. Motor Sistema de Enfriamiento,MCM
mantencion neumatico,MCR
ch. neumatico pos 4 Neumaticos y Aros Neumaticos,MCV
relleno ac coupling Motor Acoplamiento Motor,MCM
mantencion progr Mantencion Programada PM,MP
freno servicio Sistema Direccion y Frenos Sistema Frenos,MCM
presion baja coupling Motor Acoplamiento Motor,MCM
bajo nivel transm Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
fuga y relleno trans Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
motor evaluacion Motor Sistema de Lubricacion,MCM
alarma de motor Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
releno ac. couplin Motor Sistema de Lubricacion,MCM
relleno refrig. Motor Sistema de Enfriamiento,MCM
alarm.filtromotor sat.n2 Motor Sistema de Lubricacion,MCM
fuga refrig. motor Motor Sistema de Enfriamiento,MCM
rell couppling Motor Acoplamiento Motor,MCM
rellen. refrig. Motor Sistema de Enfriamiento,MCM
pm mso Mantencion Programada PM,MPO
reg. pesometro Instr. Electricos y Comp. Control Pesometro,MCE
h. neumaticos Neumaticos y Aros Neumaticos,MCV
no abre puerta Estructura Cabina y Plataforma,MCM
chequeo puerta no abre Estructura Cabina y Plataforma,MCM
cheq. neumaticos Neumaticos y Aros Relleno,MCV
cambio pos. 1-2 Neumaticos y Aros Neumaticos,MPV
fuga aceite transmision Tren de Potencia Convertidor de Torque,MCM
neumatico 4-3 cambio oring Neumaticos y Aros Neumaticos,MPV
muestra ac. transmision Motor Sistema de Lubricacion,MCM
rell.refrigerante Tren de Potencia Transmision,MCM
relleno Motor Acoplamiento Motor,MCM
relleno coopling Motor Acoplamiento Motor,MCM
rell.neumaticos Neumaticos y Aros Relleno,MCV
fuga hid levante,MCM
neumaticos pm Neumaticos y Aros Neumaticos,MPV
prog dialisis Mantencion Programada PM,MPO
pm p1. Mantencion Programada PM,MP
bota piedra Neumaticos y Aros Neumaticos,MCM
reponer botapiedras Neumaticos y Aros Neumaticos,MCM
reponer botapiedras Tolva Tolva,MCM
rep botapiedras Tolva Tolva,MCM
presion carter mot tr Motor Modulo Electrico y Control,MCM
alta p°carter Motor Sistema de Admision y Escape,MCM
pasador de tolva suelto Tolva Tolva,MCM
baja p° de diferencial Tren de Potencia Transmision,MCM
baja p° de diferancial Tren de Potencia Eje Palier y Diferencial,MCM
bja p° lub dif Tren de Potencia Eje Palier y Diferencial,MCM
freno estac aplicado Sistema Direccion y Frenos Sistema Frenos,MCM
sensor nivel aceite motor Motor Sistema de Lubricacion,MCE
fuga nitrog p3 Neumaticos y Aros Aro,MCV
chequeo alta t° t.c. Tren de Potencia Convertidor de Torque,MCM
no acumula aire compresor Sistema Auxiliar Sistema Neumatico,MCM
falla mando final Tren de Potencia Mandos Finales,MCM
alta presion bomba de frenado Sistema Direccion y Frenos Sistema Frenos,MCE
ch. alta t° escape Motor Sistema de Admision y Escape,MCM
rell. refr. Motor Sistema de Enfriamiento,MCM
rep. culata motor Motor Unidad de Fuerza,MCM
rep. culata 8 Motor Unidad de Fuerza,MCM
fuga m. final pos 4 Tren de Potencia Mandos Finales,MCM
rell. refrrigerante Motor Sistema de Enfriamiento,MCM
sensor tª ac. trans. error Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
falla sensor tª ac. transmi Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
relll.ac.direccion Sistema Direccion y Frenos Sistema Direccion,MCM
plataforma suelta Estructura Cabina y Plataforma,MCM
cambio mangueras Sistema Hidraulico Componentes Hidraulicos,MCM
puerta cabina trabada Estructura Cabina y Plataforma,MPO
baja presion couplin motor Motor Sistema de Lubricacion,MCM
falla levante y bajada Sistema Hidraulico Sistema Levante,MCE
baja presion freno bajo Sistema Direccion y Frenos Sistema Frenos,MCM
fuga levante Sistema Hidraulico Sistema Levante,MCM
problema del ar Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
falla sist arc Sistema Direccion y Frenos Sistema Frenos,MCE
problema retardo aut Sistema Direccion y Frenos Sistema Frenos,MCE
chequeo freno ar Sistema Direccion y Frenos Sistema Frenos,MCE
cheq sist arc Sistema Direccion y Frenos Sistema Frenos,MCE
cambio de pos 3 neumatico Neumaticos y Aros Neumaticos,MCV
cambio de pos 3,MCV
cambio de pos 4 y 6 desgaste Neumaticos y Aros Neumaticos,MCV
cambio de estanque combustibl Motor Sistema de Combustible,MCM
c/ pedal acelerador Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCM
cheq temp escape Motor Sistema de Admision y Escape,MCM
ch. pos 5 Neumaticos y Aros Neumaticos,MCV
smartcap /larrin y salas Innovaciones Tecnologicas Innovaciones Tecnologicas,MCE
fuga pos 4-6 oring bailac Neumaticos y Aros Neumaticos,MPV
reponer pasador de tolva Sistema Hidraulico Sistema Levante,MCM
remolca el 335 Estructura Estructura y Chasis,MCR
fuga ac. trans Tren de Potencia Transmision,MCM
torque pos. 1 Neumaticos y Aros Neumaticos,MCV
fuga ref.frenos Sistema Direccion y Frenos Sistema Frenos,MCM
cheq. neumatico pos- 4 Neumaticos y Aros Neumaticos,MCV
fuga linea ac. frenos pos-2 Sistema Direccion y Frenos Sistema Frenos,MCM
ruteo lineas hid Sistema Hidraulico Componentes Hidraulicos,MCM
pinch pos 5 Neumaticos y Aros Neumaticos,MCV
ac acondicionado Aire Acondicionado Aire Acondicionado,MCM
baja pres.pos 5 bailac Neumaticos y Aros Neumaticos,MCV
corte pasado pos 3-5 bailac Neumaticos y Aros Neumaticos,MCV
corte pasado pos 4-5 baiac Neumaticos y Aros Neumaticos,MCV
falla carag sistema de aire Motor Sistema de Enfriamiento,MCM
rell.nitrog. neumatico Neumaticos y Aros Neumaticos,MCV
nil refrig bajo intermitente Motor Sistema de Enfriamiento,MCM
temp lun transm error Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
c/sensor temp lub transm Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
c/chapa contacto Instr. Electricos y Comp. Control Arranque y Carga,MCM
rel.. refrigerante Tren de Potencia Transmision,MCM
nivelacion pos3-5 bailac Neumaticos y Aros Neumaticos,MCV
cheq. pos-5 corte Neumaticos y Aros Neumaticos,MCV
rellene refrig motor Motor Sistema de Enfriamiento,MCM
apoyo aire para la partida Sistema Neumatico Sistema Neumatico,MCM
relleno por temperatura Neumaticos y Aros Neumaticos,MCV
c/linck int. derech. Estructura Cabina y Plataforma,MCM
rot p 1-2 + oring p 3 bailac Neumaticos y Aros Neumaticos,MPV
temp. convetidor Tren de Potencia Convertidor de Torque,MCM
susp 1 reventada Sistema Suspension Suspensiones Delanteras,MCM
rlleno aceite motor Motor Sistema de Enfriamiento,MCM
refigerante Motor Sistema de Enfriamiento,MCM
carga suspenciones Sistema Suspension Suspensiones Traseras,MCM
chequeo susp pos 1 Sistema Suspension Masas,MCM
rlleno pos 4 bailac Neumaticos y Aros Neumaticos,MCV
fuga de petroleo Motor Sistema de Combustible,MCM
cambio manguera petroleo Motor Sistema de Combustible,MCM
nivelacion neumaticos Neumaticos y Aros Relleno,MCV
remolque caex 273 Motor Unidad de Fuerza,MCR
rellenno neumatico Neumaticos y Aros Relleno,MCV
rell. couoling Motor Acoplamiento Motor,MCM
cheq. pos. 3-5 cortes Neumaticos y Aros Neumaticos,MCV
rell.ac.de cupling Motor Acoplamiento Motor,MCM
cambio pos6 por protuberancia Neumaticos y Aros Neumaticos,MCV
alim. 5 volt error Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
falla potencia Motor Sistema de Admision y Escape,MCE
presion alta motor trasero Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
alarma presion alta motor Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
dificult.en partida motor Motor Modulo Electrico y Control,MCM
ch. asiento Estructura Cabina y Plataforma,MCM
eval.pos 3-5 bailac Neumaticos y Aros Neumaticos,MCV
pos 4-6 bajas Neumaticos y Aros Neumaticos,MCV
rell.nitrog Neumaticos y Aros Relleno,MCV
rev. sistema lte Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
fuga nitr. pos. 3 Neumaticos y Aros Neumaticos,MCV
chequeo a/c Aire Acondicionado Aire Acondicionado,MCM
fuga 0`ring pos. 3 Neumaticos y Aros Neumaticos,MCV
fuga n2 por aro pos3 Neumaticos y Aros Neumaticos,MCV
marcadores falla Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
fisura soporte tk combustible Motor Sistema de Combustible,MCM
drenar aceite transmision Tren de Potencia Transmision,MCM
chequeo pos 4 corte Neumaticos y Aros Neumaticos,MCV
c/ pos4 Neumaticos y Aros Neumaticos,MCV
fuga corte pos 4 bailac Neumaticos y Aros Neumaticos,MCV
pos/4 valv. cortada Neumaticos y Aros Neumaticos,MCV
alama nivel refrig bajo Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
falla radio comunicacion Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
pinchado pos.5,MCV
sin espejo izq Estructura Estructura y Chasis,MCM
fuga pos-5 Neumaticos y Aros Neumaticos,MCV
rell ac motor Motor Acoplamiento Motor,MCM
golpe suspencion+sellado cabi Sistema Suspension Suspensiones Delanteras,MCM
relleno ac. cupling Motor Acoplamiento Motor,MCM
reparacion fisura Estructura Estructura y Chasis,MCM
corte pos.2 bailac Neumaticos y Aros Neumaticos,MCV
cabina suelta /golpe suspensi Estructura Cabina y Plataforma,MCM
golpe suspencion Instr. Electricos y Comp. Control Instrumentos Cables y Luces,MCM
fuga petroleo Sistema Hidraulico Componentes Hidraulicos,MCM
alta temp. pos/1 Neumaticos y Aros Neumaticos,MCV
cod electr nivel motor Motor Sistema de Lubricacion,MCE
desgast.pos3 bailac Neumaticos y Aros Neumaticos,MCV
c& linea enfr. frenos Sistema Direccion y Frenos Sistema Frenos,MCM
c/pos6,MCV
prteccion de covertidrquebrad Tren de Potencia Transmision,MCM
cilin. levamte problema Sistema Hidraulico Sistema Levante,MCM
revision pos.4 y 6 Neumaticos y Aros Neumaticos,MCV
base mirilla nivel quebrada Motor Sistema de Lubricacion,MCM
desgas+corte pos 6 bailac Neumaticos y Aros Neumaticos,MCV
modular-gps Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
esgaste pos 6 bailac Neumaticos y Aros Neumaticos,MCV
golpe suspansiones Sistema Suspension Suspensiones Delanteras,MCM
falla plumillas+suspenciones Estructura Cabina y Plataforma,MCM
corte elctrico luces Sistema Hidraulico Componentes Hidraulicos,MCE
nivel direcc.+corte luces Sistema Direccion y Frenos Sistema Direccion,MCE
alarma p acople motor Motor Sistema de Lubricacion,MCE
cambio susp der Sistema Suspension Suspensiones Delanteras,MPO
procedimiento suspensiones de Sistema Suspension Suspensiones Delanteras,MCM
relleno aceite transmision Sistema Hidraulico Componentes Hidraulicos,MCM
tapa coupling Motor Sistema de Lubricacion,MCM
golpe ssuspensiones Sistema Suspension Suspensiones Delanteras,MCM
rell. pos. 5 Neumaticos y Aros Relleno,MPV
evaluac.pos 6 bailac Neumaticos y Aros Neumaticos,MCV
t~ refrigerante . diferencial Motor Sistema de Enfriamiento,MCM
cheq refrigerante Motor Sistema de Enfriamiento,MCM
revision de frenos Sistema Direccion y Frenos Sistema Frenos,MCM
alarma bba freno Sistema Direccion y Frenos Sistema Frenos,MCM
cambio motor diesel. Motor Sistema de Lubricacion,MPO
c/ mando final iz Tren de Potencia Mandos Finales,MCM
relleno pos 3/5 Neumaticos y Aros Neumaticos,MCV
neumaticos Mantencion Programada PM,MPV
suspencion Sistema Suspension Suspensiones Delanteras,MCM
c/cilindro dir izq+derch Sistema Direccion y Frenos Sistema Direccion,MCM
cheq susp-1 Sistema Suspension Suspensiones Delanteras,MCM
tuerca soporte motor Motor Unidad de Fuerza,MCM
eval. pos 3/6 bailac Neumaticos y Aros Neumaticos,MCV
fuga hidraulico. pos.1 Sistema Hidraulico Componentes Hidraulicos,MCM
eval.pos 6 corte pos 6 Neumaticos y Aros Neumaticos,MCV
golpe en cabina/suspensiones Estructura Cabina y Plataforma,MCM
